keyword,positionName,companyFullName,companySize,industryField,companyNature,city,district,province,salary,lowSalary,highSalary,workYear,education,positionId,address,publishTime,channelNumber
Python,司机,山西百孚百富生物能源开发股份有限公司,50-99人,制造业,民营,晋城市,陵川县,山西省,-1--1,-1,-1,经验不限,,1811700839195361282,陵川县,1753683338,晋城人才网
Python,司机,武穴市林阳商贸有限责任公司,,批发和零售业,民营,黄冈市,武穴市,湖北省,5000-7000元,5000,7000元,经验不限,,1939323081806200836,朱木桥团山工业园林阳商贸,1751205603,湖北公共招聘
Python,司机,嘉鱼县华远城市运营服务有限公司,50-99人,租赁和商务服务业,民营,咸宁市,嘉鱼县,湖北省,4000-5000元,4000,5000元,经验不限,,1945310706140594181,咸宁市嘉鱼县发展大道-道路,1752633163,湖北公共招聘
Python,司机,湖北长河机械制造有限公司,,制造业,民营,荆州市,,湖北省,5000-7000元,5000,7000元,经验不限,,1941019875221725191,洪湖市闽洪建材市场,1751610143,湖北公共招聘
Python,司机,万怡自行车广宗有限公司,,制造业,央企/国企,邢台市,,河北省,3000-3500元,3000,3500元,经验不限,,1958908223545425922,广宗,1755792000,河北公共招聘网
Python,司机,湖北恒亚包装制品有限公司,,制造业,民营,荆州市,,湖北省,3000-4000元,3000,4000元,经验不限,,1956263243420942339,松滋城东工业园金玉路3号,1755244419,湖北公共招聘
Python,司机,晋城市宏达实业有限公司,100-499人,批发和零售业,民营,晋城市,城区,山西省,3000-3100元,3000,3100元,经验不限,,1926808883666763777,晋城二中附近,1750749495,晋城人才网
Python,司机,鄂尔多斯市众擎劳务服务有限责任公司,1000-2000人,居民服务、修理和其他服务业,其他,呼和浩特市,,内蒙古自治区,3000元-3000元,3000元,3000元,经验不限,,1932792927797788677,内蒙古自治区/鄂尔多斯市,1749648718,内蒙古人事人才公共服务中心
Python,司机,优菜食安农副产品（武汉）有限公司,,批发和零售业,民营,武汉市,硚口区,湖北省,4000-5000元,4000,5000元,经验不限,,1962723283967959044,林辰工业园1栋1楼,1756784642,湖北公共招聘
Python,司机,湖北西迈电气设备有限公司,,建筑业,民营,鄂州市,,湖北省,4000-5000元,4000,5000元,经验不限,,1977922458754244611,鄂州市燕矶镇燕矶金刚石工业园区燕沙路1号,1760408423,湖北公共招聘
Python,司机,福建洁洁纺织品科技有限公司,,科学研究和技术服务业,民营,福州市,福清市,福建省,5500-9000元,5500,9000元,经验不限,初级中学,1989124420866031621,福清市阳下街道漈头村岁金产业园,1761549853,福州市劳动就业中心
Python,司机,缆信网络有限公司武汉分公司,,科学研究和技术服务业,民营,荆州市,,湖北省,5000-7000元,5000,7000元,经验不限,,1991308748266029061,荆州家居建材大市场,1763599942,湖北公共招聘
Python,司机,武穴市东益城养殖农场有限公司,,农、林、牧、渔业,民营,黄冈市,武穴市,湖北省,4000-5000元,4000,5000元,经验不限,,1992880968813789187,武穴市刊江办事处张竹林村库家湾131号,1763974802,湖北公共招聘
Python,司机,黄冈市汉程优才人力资源服务有限公司,,租赁和商务服务业,民营,黄冈市,,湖北省,5000-7000元,5000,7000元,10年以上,,1998304243907444741,东方京城,1765267805,湖北公共招聘
Python,司机,黄冈玉诚城市管理有限公司,,水利、环境和公共设施管理业,民营,黄冈市,,湖北省,4000-5000元,4000,5000元,经验不限,,1999129721929351169,黄州大道,1765464601,湖北公共招聘
Python,司机,容县鹏达汽车租赁服务有限公司,1-49人,居民服务、修理和其他服务业,央企/国企,玉林市,,广西壮族自治区,3001-5000元,3001,5000元,经验不限,中等专科,2002940790460137473,广西壮族自治区玉林市容县容州镇登高岭众宇新城1幢87号亲地楼的商铺一二层,1765728000,广西就业
Python,司机,湖北蔬心商贸有限公司,,批发和零售业,民营,黄冈市,,湖北省,4000-5000元,4000,5000元,经验不限,,2003113486053556227,武穴市江家林农贸市场武穴市江家林农贸市场8号商铺,1766414417,湖北公共招聘
Python,司机,洪湖市永通网约车租赁有限公司,,租赁和商务服务业,民营,荆州市,,湖北省,4000-5000元,4000,5000元,1-3年,,1996495048283799555,洪湖老车站院内（第园西北51米，洪湖市文泉东路辅路附近）,1764836402,湖北公共招聘
Python,司机,海南吃大帅供应链管理有限公司,50-99人,租赁和商务服务业,民营,海口市,,海南省,-1--1,-1,-1,1-3年,中等专科,2001642356755021825,,1766662378,海南省公共招聘网
Python,司机,湖北鼎沃新材料科技有限公司,,制造业,民营,孝感市,,湖北省,5000-7000元,5000,7000元,10年以上,,2013132088782381059,杨林村七组鼎沃产业园,1768803004,湖北公共招聘
Python,司机,安徽中工优品新型建材科技有限公司,,科学研究和技术服务业,其他,合肥市,,安徽省,2200-4500元,2200,4500元,经验不限,,2014240633812705281,安徽省,1769067364,安徽公共招聘网
Python,司机,中国联合网络通信有限公司宜都市分公司,50-99人,信息传输、软件和信息技术服务业,民营,宜昌市,宜都市,湖北省,4000-5000元,4000,5000元,经验不限,大学专科,2014604217361129475,陆城镇长江大道69号（宜都联通公司）,1769154002,湖北公共招聘
Python,司机,安徽康恒生物科技有限公司,,科学研究和技术服务业,其他,铜陵市,,安徽省,4000-5000元,4000,5000元,经验不限,,2014612391648583687,安徽铜陵市义安区顺安镇沈桥村,1769155998,铜陵市就业局
Python,司机,湖北川冶新材料有限公司,50-99人,科学研究和技术服务业,民营,黄石市,西塞山区,湖北省,-1--1,-1,-1,经验不限,中等专科,2014728142145216517,鄂州杨叶,1769183533,湖北公共招聘
Python,司机,中粮家佳康（随州）有限公司,50-99人,农、林、牧、渔业,民营,随州市,广水市,湖北省,5000-7000元,5000,7000元,经验不限,初级中学,2017145820327329792,湖北省随州市广水市十里街道应山大道中粮家佳 康(随州)有限公司,1769759948,湖北公共招聘
Python,司机,湖北绿丰央厨食品有限公司,,制造业,民营,黄石市,,湖北省,3200-3500元,3200,3500元,经验不限,中等专科,2016541168578486276,阳新经济开发区综合大道西11号,1769615782,湖北公共招聘
Python,司机,安宁驷马科技有限公司,,科学研究和技术服务业,其他,昆明市,,云南省,0.8-1.5万,0.8,1.5万,经验不限,,2000363282191892483,,1765758746,云南省就业局
Python,司机,湖北金港汽车公园管理有限公司,,文化、体育和娱乐业,民营,黄冈市,武穴市,湖北省,4000-5000元,4000,5000元,经验不限,大学专科,1977585196408913923,湖北省黄冈市武穴市刊江大道西6号广济府二楼人事部,1760328006,湖北公共招聘
Python,司机,湖北恒亚包装制品有限公司,,制造业,民营,荆州市,,湖北省,3000-4000元,3000,4000元,经验不限,,1933470154717544453,松滋城东工业园金玉路3号,1749810125,湖北公共招聘
Python,司机,荆州中油国瑞精密机械有限公司,,制造业,民营,荆州市,,湖北省,3000-4000元,3000,4000元,经验不限,大学本科,1979083169723342855,城南开发区学堂洲金江路7号,1760685134,湖北公共招聘
Python,司机,荆州中油国瑞精密机械有限公司,,制造业,民营,荆州市,,湖北省,3000-4000元,3000,4000元,经验不限,大学本科,1980439194544005126,城南开发区学堂洲金江路7号,1761008410,湖北公共招聘
Python,司机,文峰区光瑞车行,,批发和零售业,其他,安阳市,,河南省,-1--1,-1,-1,经验不限,,1984678405803630595,河南省 安阳市 文峰区,1761711000,安阳市职业介绍服务
Python,司机,湖北老兵代驾有限公司,,居民服务、修理和其他服务业,民营,荆州市,,湖北省,5000-7000元,5000,7000元,经验不限,,1986620281065717761,张居正故居,1762482103,湖北公共招聘
Python,司机,黑龙江北安瑞信诚牧业有限公司,1-49人,农、林、牧、渔业,民营,黑河市,北安市,黑龙江省,3800-4000元,3800,4000元,3-5年,普通高中,2018878855276019716,赵光镇九委二组四十八户,1770173202,黑龙江省人力资源和社会保障厅
Python,司机,荆州市大佰汇商贸有限公司,,批发和零售业,民营,荆州市,,湖北省,5000-7000元,5000,7000元,经验不限,,2020682103632969732,荆州开发区深圳大道66号,1770603089,湖北公共招聘
Python,司机,山东宝岩电气有限公司,50-99人,制造业,央企/国企,威海市,,山东省,4000-4500元,4000,4500元,3-5年,,2022105780879253507,火炬路159号,1770942561,威海市就业人才中心
Python,司机,洪湖市若邻物流配送有限公司,,交通运输、仓储和邮政业,民营,荆州市,,湖北省,3000-4000元,3000,4000元,1-3年,,2022214536983764994,洪湖市文泉大道58号（洪湖浪米业下）,1770968454,湖北公共招聘
Python,司机,湖北旭扬工贸有限公司,,制造业,民营,咸宁市,通山县,湖北省,3000-4000元,3000,4000元,经验不限,小学,2022175496628887559,湖北省通山县经济开发区工业路,1770959078,湖北公共招聘
Python,司机,晋城市中友商贸有限公司,50-99人,批发和零售业,民营,晋城市,城区,山西省,0.5-2万,0.5,2万,经验不限,,1282207052898648064,苗匠物流园华大商贸A-6号,1771987002,晋城人才网
Python,司机,晋城市中友商贸有限公司,50-99人,批发和零售业,民营,晋城市,高平市,山西省,0.5-2万,0.5,2万,经验不限,,2026828492981690371,高平市区,1771987140,晋城人才网
Python,司机,晋城市宏达实业有限公司,100-499人,批发和零售业,民营,晋城市,城区,山西省,2500-3000元,2500,3000元,经验不限,,2026830552519172103,白水东街580号宏达二手车院内,1771978601,晋城人才网
Python,司机,晋城市中坤商贸有限公司,50-99人,批发和零售业,民营,晋城市,城区,山西省,-1--1,-1,-1,经验不限,,1972190615533928450,城区,1772164381,晋城人才网
Python,司机,鸡西市鸡冠区宏大水产冷藏食品批发行,1-49人,批发和零售业,其他,鸡西市,,黑龙江省,4300-5000元,4300,5000元,经验不限,,2028548850487025665,,1772380800,黑龙江省人力资源和社会保障厅
Python,司机,汾阳市誉诚易货商城经营部（个体工商户）,50-99人,批发和零售业,其他,吕梁市,汾阳市,山西省,4000-4500元,4000,4500元,1-3年,,2031918776006500354,,1773244800,山西省公共招聘网
Python,司机,武汉杜贝特人力资源有限公司,50-99人,租赁和商务服务业,民营,武汉市,东西湖区,湖北省,3000-4000元,3000,4000元,经验不限,大学专科,2032004107443527680,武昌区杨园街四美塘公园附近,1773302439,湖北公共招聘
Python,司机,应县俊鑫煤炭销售有限公司,50-99人,批发和零售业,其他,朔州市,应县,山西省,5000-8000元,5000,8000元,经验不限,,2032017801896550402,,1773244800,山西省公共招聘网
Python,司机,朔州市华伦建陶有限公司,100-499人,制造业,其他,朔州市,应县,山西省,5000-8000元,5000,8000元,经验不限,,2032017882808737792,,1773244800,山西省公共招聘网
Python,司机,华源有机食品（黑龙江）有限公司,1-49人,制造业,其他,齐齐哈尔市,克山县,黑龙江省,1750-5300元,1750,5300元,经验不限,大学专科,2032504308575002630,,1773331200,黑龙江省人力资源和社会保障厅
Python,司机,宜宾市翠屏区章华摩托车销售部,10000人以上,批发和零售业,其他,宜宾市,,四川省,5000-9000元,5000,9000元,经验不限,,2032467074689687552,四川省宜宾市翠屏区,1773368390,四川省职业介绍服务中心
Python,司机,荆州市衡德实业有限责任公司,,制造业,民营,荆州市,,湖北省,4000-5000元,4000,5000元,1-3年,,2027574739216654337,湖北省荆州市沙市区锣场镇318国道北,1772246407,湖北公共招聘
Python,司机,淮南白蓝企业集团有限公司,,制造业,其他,淮南市,,安徽省,3000-5000元,3000,5000元,经验不限,,2027570985809371136,安徽淮南市毛集区经济开发区,1772245568,安徽公共招聘网
Python,司机,黑龙江北安瑞信诚牧业有限公司,1-49人,农、林、牧、渔业,民营,黑河市,北安市,黑龙江省,3900-4000元,3900,4000元,经验不限,,2031184002421907458,,1773072000,黑龙江省人力资源和社会保障厅
Python,司机,上饶市雨通装饰广告有限公司,,租赁和商务服务业,其他,上饶市,广信区,江西省,2600元-2600元,2600元,2600元,经验不限,大学专科,1935760344765317127,江西省上饶市广信区东方家园东门东北110米,1773025557,江西就业之家
Python,司机,柳州和盛人力资源服务有限公司,1-49人,租赁和商务服务业,央企/国企,柳州市,,广西壮族自治区,5001-6000元,5001,6000元,经验不限,初级中学,2031455229594198021,柳州市柳江区兴柳路99号长乐物流园行政中心1-102号房,1773072000,广西就业
Python,司机,武汉五景药业有限公司,,制造业,民营,武汉市,东西湖区,湖北省,4000-5000元,4000,5000元,经验不限,,2031554859161772035,武汉市东西湖区金银湖办事处金银湖南三街2号,1773195278,湖北公共招聘
Python,司机,同江市蓝天网业有限公司,1-49人,制造业,其他,佳木斯市,同江市,黑龙江省,-1--1,-1,-1,经验不限,,2033999283590553605,同江市东区向阳镇000001,1773676800,黑龙江省人力资源和社会保障厅
Python,司机,湖北万木春园林绿化有限公司,50-99人,建筑业,民营,黄冈市,,湖北省,4000-5000元,4000,5000元,经验不限,,2034075128719761411,罗田县凤山镇拨云尖公园管理处,1773796232,湖北公共招聘
Python,司机,江苏港湾农业科技集团有限公司,,科学研究和技术服务业,民营,扬州市,,江苏省,5000-7000元,5000,7000元,1-3年,,2034800295721197575,仪征市马集镇龙马路382号,1773968302,“就在江苏”智慧就业平台
Python,司机,茫崖瀚海嘉辰文化旅游开发有限责任公司,,水利、环境和公共设施管理业,央企/国企,海西蒙古族藏族自治州,,青海省,5500-5800元,5500,5800元,经验不限,,2034883606741147648,青海省海西州茫崖市花土沟镇民族路（茫崖市文体旅游广电局一楼）,1773920321,青海公共招聘服务平台
Python,司机,乌鲁木齐易航酒店管理有限公司,1-49人,租赁和商务服务业,民营,乌鲁木齐市,,新疆维吾尔自治区,3000-5000元,3000,5000元,1-3年,大学专科,2036474573486972930,新疆维吾尔自治区乌鲁木齐市新市区华山街747号,1774343311,新疆公共就业服务中心
Python,司机,汾阳市开源副食批发部,1-49人,批发和零售业,其他,吕梁市,汾阳市,山西省,4000-5000元,4000,5000元,经验不限,,2036359866327261186,,1774281600,山西省公共招聘网
Python,司机,阜康市红太阳商贸有限责任公司,50-99人,批发和零售业,民营,昌吉回族自治州,阜康市,新疆维吾尔自治区,6000-10000元,6000,10000元,经验不限,,2036851323303780352,,1774458173,昌吉州就业局
Python,司机,湖北老兵代驾有限公司,,居民服务、修理和其他服务业,民营,荆州市,,湖北省,5000-7000元,5000,7000元,经验不限,,2038778716948029443,张居正故居,1774917635,湖北公共招聘
Python,司机,淮滨县王湾文化旅游专业合作社,,租赁和商务服务业,其他,信阳市,淮滨县,河南省,2000-3000元,2000,3000元,经验不限,,2039313902689214467,河南省信阳市淮滨县向向乐园东侧280米,1769734754,职在信阳
Python,司机,商城县黄土地粮油种植专业合作社,,农、林、牧、渔业,其他,信阳市,商城县,河南省,2000-3000元,2000,3000元,经验不限,,2039313986264784901,河南省信阳市商城县鄢岗镇013县道东50米,1769589701,职在信阳
Python,司机,淮滨县新益康兔业有限公司,,农、林、牧、渔业,其他,信阳市,淮滨县,河南省,2000-3000元,2000,3000元,1-3年,,2039229637796585479,河南省信阳市淮滨县新里镇杨集村,1769737945,职在信阳
Python,司机,芜湖高普汽车零部件有限公司,,制造业,其他,芜湖市,,安徽省,7000-8000元,7000,8000元,经验不限,,2039869508936687623,安徽芜湖市鸠江区芜湖高普汽车零部件有限公司,1775177764,安徽公共招聘网
Python,司机,湖北襄大农牧集团股份有限公司,500-999人,农、林、牧、渔业,民营,荆州市,,湖北省,4000-5000元,4000,5000元,1-3年,初级中学,2041315611582291969,斯家场镇舞龙山村,1775522484,湖北公共招聘
Python,司机,四川省沐川县翔盛旅游开发有限公司,10000人以上,水利、环境和公共设施管理业,其他,乐山市,沐川县,四川省,2200-4000元,2200,4000元,1年以下,,2041526965182029830,乐山市沐川县龙门大峡谷漂流下码头,1775533357,四川省职业介绍服务中心
Python,司机,武穴市东益城养殖农场有限公司,,农、林、牧、渔业,民营,黄冈市,,湖北省,4000-5000元,4000,5000元,经验不限,,2041889165969219585,武穴市刊江办事处张竹林村库家湾131号,1775659243,湖北公共招聘
Python,司机,黑龙江省海圣饮品有限公司,1-49人,制造业,民营,黑河市,北安市,黑龙江省,2800-3000元,2800,3000元,经验不限,,2042126207353249797,,1775664000,黑龙江省人力资源和社会保障厅
Python,司机,本溪市晟禾气体有限公司,,批发和零售业,民营,本溪市,,辽宁省,2080元-2080元,2080元,2080元,经验不限,,2042163548591513606,,1775664000,辽宁省就业和人才服务中心
Python,司机,牡丹江市宏兴物资供应站,1-49人,批发和零售业,其他,牡丹江市,,黑龙江省,2100元-2100元,2100元,2100元,经验不限,,2042335144815378434,牡丹江市宏兴物资供应站,1775664000,黑龙江省人力资源和社会保障厅
Python,司机,牡丹江郭妈妈食品有限责任公司,1-49人,批发和零售业,其他,牡丹江市,,黑龙江省,2000元-2000元,2000元,2000元,经验不限,,2044108186260357120,,1776096000,黑龙江省人力资源和社会保障厅
Python,司机,太原专一宝贝营养科技有限责任公司,1-49人,科学研究和技术服务业,其他,太原市,古交市,山西省,2000-3000元,2000,3000元,经验不限,,2044342419340550148,,1776182400,山西省公共招聘网
Python,司机,辽阳新特现代农业园区,,农、林、牧、渔业,民营,辽阳市,,辽宁省,1800元-1800元,1800元,1800元,经验不限,,2042428805100888070,,1775750400,辽宁省就业和人才服务中心
Python,司机,锦州惠联商贸有限公司,,批发和零售业,其他,锦州市,,辽宁省,4000-6000元,4000,6000元,经验不限,,2043861143932526597,,1776096000,辽宁省就业和人才服务中心
Python,司机,葫芦岛军晟劳务派遣有限公司本溪分公司,,租赁和商务服务业,民营,本溪市,,辽宁省,2080元-2080元,2080元,2080元,经验不限,,2043527431600234496,,1776009600,辽宁省就业和人才服务中心
Python,司机,湛江市新诺饮料设备制造有限公司,50-99人,制造业,其他,湛江市,,广东省,3500-4000元,3500,4000元,5-10年,大学专科,2044113754812211200,湛江市坡头区官渡工业园宝业路1号,1776132891,广东人社公共招聘服务平台
Python,司机,武汉市优农甄选供应链管理有限公司,100-499人,租赁和商务服务业,民营,武汉市,东西湖区,湖北省,5000-7000元,5000,7000元,1-3年,职业高中,2044690390880116739,走马岭街道食品二路90号,1776327064,湖北公共招聘
Python,司机,牡丹江世茂置业有限公司世茂假日酒店,1-49人,住宿和餐饮业,其他,牡丹江市,,黑龙江省,2010元-2010元,2010元,2010元,经验不限,,2044850730422386690,,1776268800,黑龙江省人力资源和社会保障厅
Python,司机,乌鲁木齐鑫瑞通德仓储设备有限公司,50-99人,批发和零售业,民营,乌鲁木齐市,新市区,新疆维吾尔自治区,3000-4000元,3000,4000元,1年以下,,1972252397309018113,乌鲁木齐市新市区阿勒泰路山水名居,1758862863,新疆人才网人力资源有限公司
Python,司机,哈尔滨市龙江旅游中等职业技术学校,,教育,民营,哈尔滨市,,黑龙江省,4001-5000元,4001,5000元,3-5年,,1844735579796824069,哈尔滨市龙江旅游中等职业技术学校,1774145593,北京网聘信息技术有限公司
Python,司机,深圳市顺信精细化工有限公司,,批发和零售业,其他,深圳市,,广东省,6000-8000元,6000,8000元,经验不限,,1937586944137641990,,1750760645,深圳市一览网络股份有限公司
Python,司机,深圳茂业商厦有限公司,,房地产业,外商独资,深圳市,,广东省,8000-10000元,8000,10000元,经验不限,,1959889885746184194,,1756109136,同道精英（天津）信息技术有限公司
Python,司机,郑州郑通风机制造有限公司,,制造业,民营,郑州市,,河南省,4001-6000元,4001,6000元,1-3年,,1947652982830161925,郑州市新郑市S102与郑电路交叉路口往东北约150米,1772848053,北京网聘信息技术有限公司
Python,司机,泰康之家经营管理有限公司,,租赁和商务服务业,民营,昆明市,,云南省,4000-6000元,4000,6000元,经验不限,,1955178976914194435,,1754985968,同道精英（天津）信息技术有限公司
Python,司机,漳州市华佳智能科技有限公司,100-499人,科学研究和技术服务业,民营,金华市,义乌市,浙江省,4000-6000元,4000,6000元,经验不限,,2044702395087216647,义乌市百迪纺织品有限公司百盛路 10号,1776330014,厦门才盛人才服务有限公司
Python,司机,西安铁一院工程咨询管理有限公司,,建筑业,股份制企业,巴音郭楞蒙古自治州,,新疆维吾尔自治区,4001-5000元,4001,5000元,3-5年,,1971569090720317444,罗布泊镇委,1773038630,北京网聘信息技术有限公司
Python,司机,陕西鑫鳌实业有限公司,,水利、环境和公共设施管理业,民营,西安市,,陕西省,4000-5000元,4000,5000元,经验不限,,2004101951457345536,,1766650114,同道精英（天津）信息技术有限公司
Python,司机,深圳壹连科技股份有限公司,,制造业,民营,宜宾市,,四川省,4000-5000元,4000,5000元,经验不限,,1989244274465718279,,1763107768,同道精英（天津）信息技术有限公司
Python,司机,山西天正元铁路工程有限公司,,建筑业,民营,太原市,,山西省,4001-5000元,4001,5000元,3-5年,,2004548355107471363,汇大国际写字楼,1753251683,北京网聘信息技术有限公司
